hs17,group,subgroup,description,ship type,hs92
731029,73,10,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel",container,731029
731100,73,11,"Containers for compressed or liquefied gas, of iron or steel",container,731100
731210,73,12,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",container,731210
731290,73,12,"Iron or steel: plaited bands, slings and the like, not electrically insulated",container,731290
731300,73,13,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",container,731300
731412,73,14,"Iron or steel: woven cloth, endless bands for machinery, of stainless steel",container,731411
731414,73,14,"Iron or steel: woven cloth, of stainless steel, (other than endless bands for machinery)",container,731411
731419,73,14,"Iron or steel: woven cloth, other than of stainless steel",container,731419
731420,73,14,"Iron or steel wire: grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more",container,731420
731431,73,14,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, plated or coated with zinc",container,731430
731439,73,14,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",container,731430
731441,73,14,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc",container,731441
731442,73,14,"Iron or steel wire: grill, netting and fencing, coated with plastic",container,731442
731449,73,14,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic",container,731449
731450,73,14,Iron or steel: expanded metal,container,731450
731511,73,15,"Chain: articulated link, roller, of iron or steel",container,731511
731512,73,15,"Chain: articulated link, (other than roller), of iron or steel",container,731512
731519,73,15,"Chain: articulated link parts, of iron or steel",container,731519
731520,73,15,"Chain: skid, articulated link chain and parts thereof, of iron or steel",container,731520
731581,73,15,"Chain: stud-link chain, of iron or steel",container,731581
731582,73,15,"Chain: welded link chain, of iron or steel",container,731582
731589,73,15,"Chain: n.e.c. in heading no. 7315, of iron or steel",container,731589
731590,73,15,"Chain: parts n.e.c. in heading no. 7315, of iron or steel",container,731590
731600,73,16,"Iron or steel: anchors, grapnels and parts thereof",container,731600
731700,73,17,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",container,731700
731811,73,18,Iron or steel: threaded coach screws,container,731811
731812,73,18,Iron or steel: threaded wood screws other than coach screws,container,731812
731813,73,18,Iron or steel: threaded screw hooks and screw rings,container,731813
731814,73,18,Iron or steel: threaded self-tapping screws,container,731814
731815,73,18,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",container,731815
731816,73,18,Iron or steel: threaded nuts,container,731816
731819,73,18,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1",container,731819
731821,73,18,Iron or steel: non-threaded spring washers and other lock washers,container,731821
731822,73,18,"Iron or steel: non-threaded washers, excluding spring and lock",container,731822
731823,73,18,Iron or steel: non-threaded rivets,container,731823
731824,73,18,Iron or steel: non-threaded cotters and cotter-pins,container,731824
731829,73,18,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",container,731829
731940,73,19,Safety pins and other pins: of iron or steel,container,731930
731990,73,19,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel",container,731990
732010,73,20,Iron or steel: leaf-springs and leaves therefor,container,732010
732020,73,20,Iron or steel: helical springs and leaves for springs,container,732020
732090,73,20,Iron or steel: springs n.e.c. in heading no. 7320,container,732090
732111,73,21,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel",container,732111
732112,73,21,"Cooking appliances and plate warmers: for liquid fuel, of iron or steel",container,732112
732119,73,21,"Cooking appliances and plate warmers: for solid fuel and fuels other than gas or liquid, of iron or steel",container,732113
732181,73,21,"Domestic appliances: non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",container,732181
732182,73,21,"Domestic appliances: non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel",container,732182
732189,73,21,"Domestic appliances: non-electric, (other than cookers and plate warmers), for solid fuel and fuels other than gas or liquid, of iron or steel",container,732183
732190,73,21,"Domestic appliances: non-electric, parts thereof, of iron or steel",container,732190
732211,73,22,"Radiators and parts thereof: for central heating, (not electrically heated), of cast iron",container,732211
732219,73,22,"Radiators and parts thereof: for central heating, (not electrically heated), of iron or steel other than cast iron",container,732219
732290,73,22,"Air heaters and hot air distributors, (not electrically heated), incorporating a motor-driven fan or blower and parts thereof, of iron or steel",container,732290
732310,73,23,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like",container,732310
732391,73,23,"Cast iron: table, kitchen and other household articles and parts thereof, of cast iron, not enamelled",container,732391
732392,73,23,"Cast iron: table, kitchen and other household articles and parts thereof, of cast iron, enamelled",container,732392
732393,73,23,"Steel, stainless: table, kitchen and other household articles and parts thereof",container,732393
732394,73,23,"Iron (excluding cast) or steel: table, kitchen and other household articles and parts thereof, enamelled",container,732394
732399,73,23,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",container,732399
732410,73,24,"Steel: sinks and wash basins, of stainless steel",container,732410
732421,73,24,"Cast iron, baths, whether or not enamelled",container,732421
732429,73,24,Iron (other than cast) or steel: baths,container,732429
732490,73,24,"Iron or steel: sanitary ware and parts thereof, excluding sinks, wash basins and baths",container,732490
732510,73,25,Iron: articles of non-malleable cast iron,container,732510
732591,73,25,"Iron: grinding balls and similar articles for mills, other than of non-malleable cast iron",container,732591
732599,73,25,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",container,732599
732611,73,26,"Iron or steel: grinding balls and similar articles for mills, forged or stamped, but not further worked",container,732611
732619,73,26,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",container,732619
732620,73,26,Iron or steel: wire articles,container,732620
732690,73,26,Iron or steel: articles n.e.c. in heading 7326,container,732690
740100,74,1,Copper mattes: cement copper (precipitated copper),container,740110
740200,74,2,"Copper: unrefined, copper anodes for electrolytic refining",container,740200
740311,74,3,"Copper: refined, unwrought, cathodes and sections of cathodes",container,740311
740312,74,3,"Copper: refined, unwrought, wire-bars",container,740312
740313,74,3,"Copper: refined, unwrought, billets",container,740313
740319,74,3,"Copper: refined, unwrought, n.e.c. in item no. 7403.1",container,740319
740321,74,3,Copper: copper-zinc base alloys (brass) unwrought,container,740321
740322,74,3,Copper: copper-tin base alloys (bronze) unwrought,container,740322
740329,74,3,Copper: copper alloys n.e.c. in heading no. 7403 (other than master alloys of heading no. 7405),container,740329
740400,74,4,Copper: waste and scrap,container,740400
740500,74,5,Copper: master alloys of copper,container,740500
740610,74,6,Copper: powders of non-lamellar structure,container,740610
740620,74,6,"Copper: powders of lamellar structure, flakes",container,740620
740710,74,7,"Copper: bars, rods and profiles, of refined copper",container,740710
740721,74,7,"Copper: bars, rods and profiles, of copper-zinc base alloys (brass)",container,740721
740729,74,7,"Copper: bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)",container,740729
740811,74,8,"Copper: wire, of refined copper, of which the maximum cross-sectional dimension exceeds 6mm",container,740811
740819,74,8,"Copper: wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less",container,740819
740821,74,8,"Copper: wire, of copper-zinc base alloys (brass)",container,740821
740822,74,8,"Copper: wire, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",container,740822
740829,74,8,"Copper: wire, of copper alloys (other than copper-zinc base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",container,740829
740911,74,9,"Copper: strip, of a thickness exceeding 0.15mm, of refined copper, in coils",container,740911
740919,74,9,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of refined copper, not in coils",container,740919
740921,74,9,"Copper: strip, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), in coils",container,740921
740929,74,9,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), not in coils",container,740929
740931,74,9,"Copper: strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",container,740931
740939,74,9,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils",container,740939
740940,74,9,"Copper: plates, sheets and strip, of a thickness exceeding 0.15mm, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",container,740940
740990,74,9,"Copper: plates, sheets and strip, of a thickness exceeding 0.15mm, of copper alloys (other than copper-zinc base alloys, copper-tin base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",container,740990
741011,74,10,"Copper: foil, not backed, of a thickness not exceeding 0.15mm, of refined copper",container,741011
741012,74,10,"Copper: foil, not backed, of a thickness not exceeding 0.15mm, of copper alloys",container,741012
741021,74,10,"Copper: foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of refined copper",container,741021
741022,74,10,"Copper: foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of copper alloys",container,741022
741110,74,11,"Copper: tubes and pipes, of refined copper",container,741110
741121,74,11,"Copper: tubes and pipes, of copper-zinc base alloys (brass)",container,741121
741122,74,11,"Copper: tubes and pipes, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",container,741122
741129,74,11,"Copper: tubes and pipes, of copper alloys (other than copper-zinc, copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel-silver))",container,741129
741210,74,12,"Copper: tube or pipe fittings (e.g. couplings, elbows, sleeves) of refined copper",container,741210
741220,74,12,"Copper: tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys",container,741220
741300,74,13,"Copper: stranded wire, cables, plaited bands and the like, not electrically insulated",container,741300
741510,74,15,"Copper: nails and tacks, drawing pins, staples and similar articles of copper, or of iron or steel with copper heads",container,741510
741521,74,15,"Copper: washers, (including spring washers), not threaded",container,741521
741529,74,15,"Copper: rivets, cotters, cotter-pins and similar articles, not threaded",container,741529
741533,74,15,"Copper: screws, bolts and nuts, threaded",container,741532
741539,74,15,Copper: articles n.e.c. in heading no. 7415,container,741539
741810,74,18,"Copper: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",container,741810
741820,74,18,Copper: sanitary ware and parts thereof,container,741820
741910,74,19,Copper: chain and parts thereof,bulk dry,741910
741991,74,19,"Copper: cast, moulded, stamped or forged, but not further worked",bulk dry,741991
741999,74,19,Copper: articles n.e.c. in heading no. 7419,bulk dry,741999
750110,75,1,Nickel: nickel mattes,bulk dry,750110
750120,75,1,Nickel: oxide sinters and other intermediate products of nickel metallurgy,bulk dry,750120
750210,75,2,"Nickel: unwrought, not alloyed",bulk dry,750210
750220,75,2,"Nickel: unwrought, alloys",bulk dry,750220
750300,75,3,Nickel: waste and scrap,bulk dry,750300
750400,75,4,Nickel: powders and flakes,container,750400
750511,75,5,"Nickel: bars, rods and profiles, not alloyed",container,750511
750512,75,5,"Nickel: bars, rods and profiles, of nickel alloys",container,750512
750521,75,5,"Nickel: wire, not alloyed",container,750521
750522,75,5,"Nickel: wire, of nickel alloys",container,750522
750610,75,6,"Nickel: plates, sheets, strip and foil, not alloyed",container,750610
750620,75,6,"Nickel: plates, sheets, strip and foil, of nickel alloys",container,750620
750711,75,7,"Nickel: tubes and pipes, not alloyed",container,750711
750712,75,7,"Nickel: tubes and pipes, of nickel alloys",container,750712
750720,75,7,Nickel: tube and pipe fittings,container,750720
750810,75,8,"Nickel: cloth, grill and netting, of nickel wire",container,750800
750890,75,8,Nickel: articles thereof n.e.c. in item no. 7508.1,container,750800
760110,76,1,"Aluminium: unwrought, (not alloyed)",bulk dry,760110
760120,76,1,"Aluminium: unwrought, alloys",bulk dry,760120
760200,76,2,Aluminium: waste and scrap,bulk dry,760200
760310,76,3,Aluminium: powders of non-lamellar structure,bulk dry,760310
760320,76,3,"Aluminium: powders of lamellar structure, flakes",bulk dry,760320
760410,76,4,"Aluminium: (not alloyed), bars, rods and profiles",container,760410
760421,76,4,"Aluminium: alloys, hollow profiles",container,760421
760429,76,4,"Aluminium: alloys, bars, rods and profiles, other than hollow",container,760429
760511,76,5,"Aluminium: (not alloyed), wire, maximum cross-sectional dimension exceeds 7mm",container,760511
760519,76,5,"Aluminium: (not alloyed), wire, maximum cross-sectional dimension is 7mm or less",container,760519
760521,76,5,"Aluminium: alloys, wire, maximum cross-sectional dimension exceeding 7mm",container,760521
760529,76,5,"Aluminium: alloys, wire, maximum cross-sectional dimension is 7mm or less",container,760529
760611,76,6,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, (not alloyed), rectangular (including square)",container,760611
760612,76,6,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",container,760612
760691,76,6,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, not alloyed, (not rectangular or square)",container,760691
760692,76,6,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",container,760692
760711,76,7,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",container,760711
760719,76,7,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",container,760719
760720,76,7,"Aluminium: foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",container,760720
760810,76,8,"Aluminium: tubes and pipes, not alloyed",container,760810
760820,76,8,"Aluminium: tubes and pipes, alloys",container,760820
760900,76,9,"Aluminium: tube or pipe fittings (e.g. couplings, elbows, sleeves)",container,760900
761010,76,10,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",container,761010
761090,76,10,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",container,761090
761100,76,11,"Aluminium: reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment",container,761100
761210,76,12,"Aluminium: collapsible tubular containers, for any material, (not compressed or liquefied gas), 300l capacity or less, whether or not lined, not fitted with mechanical/thermal equipment",container,761210
761290,76,12,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",container,761290
761300,76,13,Aluminium: containers for compressed or liquefied gas,container,761300
761410,76,14,"Aluminium: stranded wire, cables, plaited bands and the like, (not electrically insulated), with steel core",container,761410
761490,76,14,"Aluminium: stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",container,761490
761510,76,15,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",container,761510
761520,76,15,Aluminium: sanitary ware and parts thereof,container,761520
761610,76,16,"Aluminium: nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",container,761610
761691,76,16,"Aluminium: cloth, grill, netting and fencing, of aluminium wire",container,761690
761699,76,16,Aluminium: articles n.e.c. in heading 7616,container,761690
780110,78,1,"Lead: unwrought, refined",bulk dry,780110
780191,78,1,"Lead: unwrought, unrefined, containing by weight antimony as the principal other element",bulk dry,780191
780199,78,1,"Lead: unwrought, unrefined, not containing by weight antimony as the principal other element",bulk dry,780199
780200,78,2,Lead: waste and scrap,bulk dry,780200
780411,78,4,"Lead: sheets, strip and foil, of a thickness (excluding any backing) not exceeding 0.2mm",bulk dry,780411
780419,78,4,"Lead: plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm",bulk dry,780419
780420,78,4,Lead: powders and flakes,bulk dry,780420
780600,78,6,Lead: articles n.e.c. in chapter 78,bulk dry,780600
790111,79,1,"Zinc: unwrought, (not alloyed), containing by weight 99.99% or more of zinc",bulk dry,790111
790112,79,1,"Zinc: unwrought, (not alloyed), containing by weight less than 99.99% of zinc",bulk dry,790112
790120,79,1,"Zinc: unwrought, alloys",bulk dry,790120
790200,79,2,Zinc: waste and scrap,bulk dry,790200
790310,79,3,Zinc dust,bulk dry,790310
790390,79,3,Zinc: powders and flakes,bulk dry,790390
790400,79,4,"Zinc: bars, rods, profiles and wire",bulk dry,790400
790500,79,5,"Zinc: plates, sheets, strip and foil",bulk dry,790500
790700,79,7,Zinc: articles n.e.c. in chapter 79,bulk dry,790790
800110,80,1,"Tin: unwrought, not alloyed",bulk dry,800110
800120,80,1,"Tin: unwrought, alloys",bulk dry,800120
800200,80,2,Tin: waste and scrap,bulk dry,800200
800300,80,3,"Tin: bars, rods, profiles and wire",bulk dry,800300
800700,80,7,Tin: articles n.e.c. in chapter 80,bulk dry,800700
810110,81,1,"Tungsten (wolfram): articles thereof, including waste and scrap, powders",bulk dry,810110
810194,81,1,"Tungsten (wolfram): unwrought, including bars and rods obtained simply by sintering",bulk dry,810191
810196,81,1,Tungsten (wolfram): wire,bulk dry,810193
810197,81,1,Tungsten (wolfram): waste and scrap,bulk dry,810191
810199,81,1,Tungsten (wolfram): articles n.e.c. in heading no. 8101,bulk dry,810199
810210,81,2,"Molybdenum: articles thereof, including waste and scrap, powders",bulk dry,810210
810294,81,2,"Molybdenum: unwrought, including bars and rods obtained simply by sintering",bulk dry,810291
810295,81,2,"Molybdenum: bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",bulk dry,810292
810296,81,2,Molybdenum: wire,bulk dry,810293
810297,81,2,Molybdenum: waste and scrap,bulk dry,810291
810299,81,2,Molybdenum: articles n.e.c. in heading no. 8102,bulk dry,810299
810320,81,3,"Tantalum: unwrought, including bars and rods obtained simply by sintering, powders",bulk dry,810310
810330,81,3,Tantalum: waste and scrap,bulk dry,810310
810390,81,3,Tantalum: articles n.e.c. in heading no. 8103,bulk dry,810390
810411,81,4,"Magnesium: unwrought, containing at least 99.8% by weight of magnesium",bulk dry,810411
810419,81,4,"Magnesium: unwrought, containing less than 99.8% by weight of magnesium",bulk dry,810419
810420,81,4,Magnesium: waste and scrap,bulk dry,810420
810430,81,4,"Magnesium: raspings, turnings and granules, graded according to size, powders",bulk dry,810430
810490,81,4,Magnesium: articles n.e.c. in heading no. 8104,bulk dry,810490
810520,81,5,"Cobalt: mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders",bulk dry,810510
810530,81,5,Cobalt: waste and scrap,bulk dry,810510
810590,81,5,Cobalt: articles n.e.c. in heading no. 8105,bulk dry,810590
810600,81,6,"Bismuth: articles thereof, including waste and scrap",bulk dry,810600
810720,81,7,"Cadmium: unwrought, powders",bulk dry,810710
810730,81,7,Cadmium: waste and scrap,bulk dry,810710
810790,81,7,"Cadmium: other than unwrought, n.e.c. in heading no. 8107",bulk dry,810790
810820,81,8,"Titanium: unwrought, powders",bulk dry,810810
810830,81,8,Titanium: waste and scrap,bulk dry,810810
810890,81,8,"Titanium: other than unwrought, n.e.c. in heading no. 8108",bulk dry,810890
810920,81,9,"Zirconium: unwrought, powders",bulk dry,810910
810930,81,9,Zirconium: waste and scrap,bulk dry,810910
810990,81,9,"Zirconium: other than unwrought, n.e.c. in heading no. 8109",bulk dry,810990
811010,81,10,"Antimony and articles thereof: unwrought antimony, powders",bulk dry,811000
811020,81,10,Antimony: waste and scrap,bulk dry,811000
811090,81,10,"Antimony and articles thereof: wrought, other than waste and scrap",bulk dry,811000
811100,81,11,"Manganese: articles thereof, including waste and scrap",bulk dry,811100
811212,81,12,"Beryllium and articles thereof: unwrought beryllium, powders",bulk dry,811211
811213,81,12,Beryllium: waste and scrap,bulk dry,811211
811219,81,12,Beryllium and articles thereof: wrought other than waste and scrap,bulk dry,811219
811221,81,12,"Chromium and articles thereof: unwrought chromium, powders",bulk dry,811220
811222,81,12,Chromium: waste and scrap,bulk dry,811220
811229,81,12,Chromium and articles thereof: wrought other than waste and scrap,bulk dry,811220
811251,81,12,"Thallium and articles thereof: unwrought thallium, powders",bulk dry,811291
811252,81,12,Thallium: waste and scrap,bulk dry,811291
811259,81,12,"Thallium and articles thereof: other than unwrought thallium, powders or waste and scrap",bulk dry,811299
811292,81,12,"Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium: articles thereof, unwrought, including waste and scrap, powders",bulk dry,811291
811299,81,12,"Gallium, germanium, hafnium, indium, niobium (columbium), rhenium and vanadium: articles thereof, other than unwrought including waste and scrap and powders",bulk dry,811299
811300,81,13,"Cermets: articles thereof, including waste and scrap",bulk dry,811300
820110,82,1,"Tools, hand: spades and shovels",container,820110
820130,82,1,"Tools, hand: mattocks, picks, hoes and rakes",container,820130
820140,82,1,"Tools, hand: axes, bill hooks and similar hewing tools, of a kind used in agriculture, horticulture or forestry",container,820140
820150,82,1,"Tools, hand: one-handed secateurs (including poultry shears)",container,820150
820160,82,1,"Tools, hand: hedge shears, two-handed pruning shears and similar two-handed shears",container,820160
820190,82,1,"Tools, hand: forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201",container,820190
820210,82,2,"Tools, hand: hand saws",container,820210
820220,82,2,"Tools, hand: band saw blades",container,820220
820231,82,2,"Tools, hand: circular saw blades (including slitting or slotting saw blades), with working part of steel",container,820231
820239,82,2,"Tools, hand: circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)",container,820232
820240,82,2,"Tools, hand: chain saw blades",container,820240
820291,82,2,"Tools, hand: straight saw blades, for working metal",container,820291
820299,82,2,"Tools, hand: saw blades n.e.c. in heading no. 8202",container,820299
820310,82,3,"Tools, hand: files, rasps and similar tools",container,820310
820320,82,3,"Tools, hand: pliers (including cutting pliers), pincers, tweezers and similar tools",container,820320
820330,82,3,"Tools, hand: metal cutting shears and similar tools",container,820330
820340,82,3,"Tools, hand: pipe-cutters, bolt croppers, perforating punches and similar tools",container,820340
820411,82,4,"Tools, hand: hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable",container,820411
820412,82,4,"Tools, hand: hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable",container,820412
820420,82,4,"Tools, hand: interchangeable spanner sockets, with or without handles",container,820420
820510,82,5,"Tools, hand: drilling, threading or tapping tools",container,820510
820520,82,5,"Tools, hand: hammers and sledge hammers",container,820520
820530,82,5,"Tools, hand: planes, chisels, gauges and similar cutting tools for working wood",container,820530
820540,82,5,"Tools, hand: screwdrivers",container,820540
820551,82,5,"Tools, hand: household tools",container,820551
820559,82,5,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers",container,820559
820560,82,5,"Tools, hand: blow lamps",container,820560
820570,82,5,"Tools, hand: vices, clamps and the like",container,820570
820590,82,5,"Tools, hand: n.e.c. in heading 8205, including anvils, portable forges, hand or pedal-operated grinding wheels with frameworks, and sets of articles of two or more of the subheadings in heading 8205",container,820590
820600,82,6,"Tools, hand: two or more of heading no. 8202 to 8205, put up in sets for retail sale",container,820600
820713,82,7,"Tools, interchangeable: rock drilling or earth boring tools, with working part of cermets, whether or not power operated",container,820711
820719,82,7,"Tools, interchangeable: rock drilling or earth boring tools, with working part (other than of cermets), whether or not power operated, including parts",container,820712
820720,82,7,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal",container,820720
820730,82,7,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), tools for pressing, stamping or punching",container,820730
820740,82,7,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), tools for tapping or threading",container,820740
820750,82,7,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)",container,820750
820760,82,7,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for boring or broaching",container,820760
820770,82,7,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for milling",container,820770
820780,82,7,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for turning",container,820780
820790,82,7,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207",container,820790
820810,82,8,"Tools: knives and cutting blades, for machines or for mechanical appliances, for metal working",container,820810
820820,82,8,"Tools: knives and cutting blades, for wood working machines or mechanical appliances",container,820820
820830,82,8,"Tools: knives and cutting blades, for kitchen appliances or for machines used by the food industry",container,820830
820840,82,8,"Tools: knives and cutting blades, for agricultural, horticultural or forestry machines or mechanical appliances",container,820840
820890,82,8,"Tools: knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208",container,820890
820900,82,9,"Tools: plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",container,820900
821000,82,10,"Tools: hand-operated mechanical appliances, weighing 10kg or less, used in the preparation, conditioning or serving of food or drink",container,821000
821110,82,11,"Knives: with cutting blades, serrated or not (including pruning knives), sets of assorted articles, excluding knives and blades of heading no. 8208",container,821110
821191,82,11,"Knives: table knives, having fixed cutting blades, serrated or not, excluding knives and blades of heading no. 8208",container,821191
821192,82,11,"Knives: having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208",container,821192
821193,82,11,"Knives: with cutting blades, (having other than fixed blades), serrated or not, excluding knives and blades of heading no. 8208",container,821193
821194,82,11,"Blades: cutting, serrated or not, excluding those of heading no. 8208",container,821194
821195,82,11,Knives: with handles of base metal,container,821192
821210,82,12,Razors,container,821210
821220,82,12,"Razors: safety razor blades, including razor blade blanks in strips",container,821220
821290,82,12,Razors: parts n.e.c. in heading no. 8212,container,821290
821300,82,13,"Scissors: tailors' shears, similar shears and blades therefore",container,821300
821410,82,14,"Cutlery: paper knives, letter openers, erasing knives, pencil sharpeners and blades therefore",container,821410
821420,82,14,Manicure or pedicure sets and instruments: (including nail files),container,821420
821490,82,14,Cutlery: hair clippers and mincing knives,container,821490
821510,82,15,"Cutlery: sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), with at least one article plated with precious metal",container,821510
821520,82,15,"Cutlery: sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar), not plated with precious metal",container,821520
821591,82,15,"Cutlery: (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), plated with precious metal, not in sets",container,821591
821599,82,15,Cutlery: other than plated with precious metal,container,821599
830110,83,1,"Padlocks: (key, combination or electrically operated), of base metal",container,830110
830120,83,1,"Locks: of a kind used for motor vehicles (key, combination or electrically operated), of base metal",container,830120
830130,83,1,"Locks: of a kind used for furniture (key, combination or electrically operated), of base metal",container,830130
830140,83,1,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",container,830140
830150,83,1,"Clasps and frames with clasps: incorporating locks, of base metal",container,830150
830160,83,1,"Locks: parts of padlocks, locks, clasps and frames with clasps incorporating locks, of base metal",container,830160
830170,83,1,"Keys: presented separately, of base metal",container,830170
830210,83,2,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",container,830210
830220,83,2,"Castors: with mountings, of base metal",container,830220
830230,83,2,"Mountings, fittings and similar articles: for motor vehicles, of base metal",container,830230
830241,83,2,"Mountings, fittings and similar articles: of base metal, suitable for buildings",container,830241
830242,83,2,"Mountings, fittings and similar articles: suitable for furniture of base metal",container,830242
830249,83,2,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",container,830249
830250,83,2,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",container,830250
830260,83,2,Automatic door closures: of base metal,container,830260
